"scenario_id","eps","p","cov_type","design","method","p_value","reject"
"S02",0.1,30,"ar1","balanced","Proposed",0.04,1
"S02",0.1,30,"ar1","balanced","Proposed",0.44,0
"S02",0.1,30,"ar1","balanced","Proposed",0.68,0
"S02",0.1,30,"ar1","balanced","Proposed",0.69,0
"S02",0.1,30,"ar1","balanced","Proposed",0.1,0
"S02",0.1,30,"ar1","balanced","Proposed",0.79,0
"S02",0.1,30,"ar1","balanced","Proposed",0.51,0
"S02",0.1,30,"ar1","balanced","Proposed",0.89,0
"S02",0.1,30,"ar1","balanced","Proposed",0.77,0
"S02",0.1,30,"ar1","balanced","Proposed",0.87,0
"S02",0.1,30,"ar1","balanced","Proposed",0.23,0
"S02",0.1,30,"ar1","balanced","Proposed",0.69,0
"S02",0.1,30,"ar1","balanced","Proposed",0.41,0
"S02",0.1,30,"ar1","balanced","Proposed",0.25,0
"S02",0.1,30,"ar1","balanced","Proposed",0.7,0
"S02",0.1,30,"ar1","balanced","Proposed",0.53,0
"S02",0.1,30,"ar1","balanced","Proposed",0.37,0
"S02",0.1,30,"ar1","balanced","Proposed",0.37,0
"S02",0.1,30,"ar1","balanced","Proposed",0.66,0
"S02",0.1,30,"ar1","balanced","Proposed",0.25,0
"S02",0.1,30,"ar1","balanced","Proposed",0.55,0
"S02",0.1,30,"ar1","balanced","Proposed",0.98,0
"S02",0.1,30,"ar1","balanced","Proposed",0.74,0
"S02",0.1,30,"ar1","balanced","Proposed",0.76,0
"S02",0.1,30,"ar1","balanced","Proposed",0.4,0
"S02",0.1,30,"ar1","balanced","Proposed",0.09,0
"S02",0.1,30,"ar1","balanced","Proposed",0.97,0
"S02",0.1,30,"ar1","balanced","Proposed",0.57,0
"S02",0.1,30,"ar1","balanced","Proposed",0.89,0
"S02",0.1,30,"ar1","balanced","Proposed",0.45,0
"S02",0.1,30,"ar1","balanced","Proposed",0.65,0
"S02",0.1,30,"ar1","balanced","Proposed",0.75,0
"S02",0.1,30,"ar1","balanced","Proposed",0.97,0
"S02",0.1,30,"ar1","balanced","Proposed",0.19,0
"S02",0.1,30,"ar1","balanced","Proposed",0.76,0
"S02",0.1,30,"ar1","balanced","Proposed",0.84,0
"S02",0.1,30,"ar1","balanced","Proposed",0.86,0
"S02",0.1,30,"ar1","balanced","Proposed",0.6,0
"S02",0.1,30,"ar1","balanced","Proposed",0.33,0
"S02",0.1,30,"ar1","balanced","Proposed",0.06,0
"S02",0.1,30,"ar1","balanced","Proposed",0.58,0
"S02",0.1,30,"ar1","balanced","Proposed",0.6,0
"S02",0.1,30,"ar1","balanced","Proposed",0.1,0
"S02",0.1,30,"ar1","balanced","Proposed",0.61,0
"S02",0.1,30,"ar1","balanced","Proposed",0.38,0
"S02",0.1,30,"ar1","balanced","Proposed",0.1,0
"S02",0.1,30,"ar1","balanced","Proposed",0.74,0
"S02",0.1,30,"ar1","balanced","Proposed",0.53,0
"S02",0.1,30,"ar1","balanced","Proposed",0.12,0
"S02",0.1,30,"ar1","balanced","Proposed",0.75,0
"S02",0.1,30,"ar1","balanced","Proposed",0.41,0
"S02",0.1,30,"ar1","balanced","Proposed",0.22,0
"S02",0.1,30,"ar1","balanced","Proposed",0.79,0
"S02",0.1,30,"ar1","balanced","Proposed",0.65,0
"S02",0.1,30,"ar1","balanced","Proposed",0.8,0
"S02",0.1,30,"ar1","balanced","Proposed",0.16,0
"S02",0.1,30,"ar1","balanced","Proposed",0.23,0
"S02",0.1,30,"ar1","balanced","Proposed",0.23,0
"S02",0.1,30,"ar1","balanced","Proposed",0.59,0
"S02",0.1,30,"ar1","balanced","Proposed",0.15,0
"S02",0.1,30,"ar1","balanced","Proposed",0.53,0
"S02",0.1,30,"ar1","balanced","Proposed",0.45,0
"S02",0.1,30,"ar1","balanced","Proposed",0.18,0
"S02",0.1,30,"ar1","balanced","Proposed",0.57,0
"S02",0.1,30,"ar1","balanced","Proposed",0.05,0
"S02",0.1,30,"ar1","balanced","Proposed",0.73,0
"S02",0.1,30,"ar1","balanced","Proposed",0.13,0
"S02",0.1,30,"ar1","balanced","Proposed",0.33,0
"S02",0.1,30,"ar1","balanced","Proposed",0.85,0
"S02",0.1,30,"ar1","balanced","Proposed",0.46,0
"S02",0.1,30,"ar1","balanced","Proposed",0.19,0
"S02",0.1,30,"ar1","balanced","Proposed",0.27,0
"S02",0.1,30,"ar1","balanced","Proposed",0.59,0
"S02",0.1,30,"ar1","balanced","Proposed",0.08,0
"S02",0.1,30,"ar1","balanced","Proposed",0.26,0
"S02",0.1,30,"ar1","balanced","Proposed",0.53,0
"S02",0.1,30,"ar1","balanced","Proposed",0.14,0
"S02",0.1,30,"ar1","balanced","Proposed",0.8,0
"S02",0.1,30,"ar1","balanced","Proposed",0.22,0
"S02",0.1,30,"ar1","balanced","Proposed",0.18,0
"S02",0.1,30,"ar1","balanced","Proposed",0.29,0
"S02",0.1,30,"ar1","balanced","Proposed",0.53,0
"S02",0.1,30,"ar1","balanced","Proposed",0.27,0
"S02",0.1,30,"ar1","balanced","Proposed",0.15,0
"S02",0.1,30,"ar1","balanced","Proposed",0.43,0
"S02",0.1,30,"ar1","balanced","Proposed",0.44,0
"S02",0.1,30,"ar1","balanced","Proposed",0.79,0
"S02",0.1,30,"ar1","balanced","Proposed",0.12,0
"S02",0.1,30,"ar1","balanced","Proposed",0.93,0
"S02",0.1,30,"ar1","balanced","Proposed",0.19,0
"S02",0.1,30,"ar1","balanced","Proposed",0.21,0
"S02",0.1,30,"ar1","balanced","Proposed",0.33,0
"S02",0.1,30,"ar1","balanced","Proposed",0.16,0
"S02",0.1,30,"ar1","balanced","Proposed",0.47,0
"S02",0.1,30,"ar1","balanced","Proposed",0.29,0
"S02",0.1,30,"ar1","balanced","Proposed",0.76,0
"S02",0.1,30,"ar1","balanced","Proposed",0.3,0
"S02",0.1,30,"ar1","balanced","Proposed",0.22,0
"S02",0.1,30,"ar1","balanced","Proposed",0.27,0
"S02",0.1,30,"ar1","balanced","Proposed",0.04,1
"S02",0.1,30,"ar1","balanced","Proposed",0.59,0
"S02",0.1,30,"ar1","balanced","Proposed",0.12,0
"S02",0.1,30,"ar1","balanced","Proposed",0.54,0
"S02",0.1,30,"ar1","balanced","Proposed",0.32,0
"S02",0.1,30,"ar1","balanced","Proposed",0.75,0
"S02",0.1,30,"ar1","balanced","Proposed",0.78,0
"S02",0.1,30,"ar1","balanced","Proposed",0.41,0
"S02",0.1,30,"ar1","balanced","Proposed",0.49,0
"S02",0.1,30,"ar1","balanced","Proposed",0.78,0
"S02",0.1,30,"ar1","balanced","Proposed",0.19,0
"S02",0.1,30,"ar1","balanced","Proposed",0.95,0
"S02",0.1,30,"ar1","balanced","Proposed",0.25,0
"S02",0.1,30,"ar1","balanced","Proposed",0.25,0
"S02",0.1,30,"ar1","balanced","Proposed",0.39,0
"S02",0.1,30,"ar1","balanced","Proposed",0.47,0
"S02",0.1,30,"ar1","balanced","Proposed",0.77,0
"S02",0.1,30,"ar1","balanced","Proposed",0.5,0
"S02",0.1,30,"ar1","balanced","Proposed",0.78,0
"S02",0.1,30,"ar1","balanced","Proposed",0.15,0
"S02",0.1,30,"ar1","balanced","Proposed",0.78,0
"S02",0.1,30,"ar1","balanced","Proposed",0.68,0
"S02",0.2,30,"ar1","balanced","Proposed",0.35,0
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.1,0
"S02",0.2,30,"ar1","balanced","Proposed",0.67,0
"S02",0.2,30,"ar1","balanced","Proposed",0.65,0
"S02",0.2,30,"ar1","balanced","Proposed",0.04,1
"S02",0.2,30,"ar1","balanced","Proposed",0.06,0
"S02",0.2,30,"ar1","balanced","Proposed",0.16,0
"S02",0.2,30,"ar1","balanced","Proposed",0.08,0
"S02",0.2,30,"ar1","balanced","Proposed",0.31,0
"S02",0.2,30,"ar1","balanced","Proposed",0.21,0
"S02",0.2,30,"ar1","balanced","Proposed",0.91,0
"S02",0.2,30,"ar1","balanced","Proposed",0.54,0
"S02",0.2,30,"ar1","balanced","Proposed",0.23,0
"S02",0.2,30,"ar1","balanced","Proposed",0.1,0
"S02",0.2,30,"ar1","balanced","Proposed",0.51,0
"S02",0.2,30,"ar1","balanced","Proposed",0.42,0
"S02",0.2,30,"ar1","balanced","Proposed",0.89,0
"S02",0.2,30,"ar1","balanced","Proposed",0.28,0
"S02",0.2,30,"ar1","balanced","Proposed",0.25,0
"S02",0.2,30,"ar1","balanced","Proposed",0.64,0
"S02",0.2,30,"ar1","balanced","Proposed",0.43,0
"S02",0.2,30,"ar1","balanced","Proposed",0.45,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.4,0
"S02",0.2,30,"ar1","balanced","Proposed",0.42,0
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.21,0
"S02",0.2,30,"ar1","balanced","Proposed",0.92,0
"S02",0.2,30,"ar1","balanced","Proposed",0.77,0
"S02",0.2,30,"ar1","balanced","Proposed",0.47,0
"S02",0.2,30,"ar1","balanced","Proposed",0.49,0
"S02",0.2,30,"ar1","balanced","Proposed",0.83,0
"S02",0.2,30,"ar1","balanced","Proposed",0.05,0
"S02",0.2,30,"ar1","balanced","Proposed",0.04,1
"S02",0.2,30,"ar1","balanced","Proposed",1,0
"S02",0.2,30,"ar1","balanced","Proposed",0.82,0
"S02",0.2,30,"ar1","balanced","Proposed",0.07,0
"S02",0.2,30,"ar1","balanced","Proposed",0.74,0
"S02",0.2,30,"ar1","balanced","Proposed",0.06,0
"S02",0.2,30,"ar1","balanced","Proposed",0.6,0
"S02",0.2,30,"ar1","balanced","Proposed",0.33,0
"S02",0.2,30,"ar1","balanced","Proposed",0.68,0
"S02",0.2,30,"ar1","balanced","Proposed",0.08,0
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.22,0
"S02",0.2,30,"ar1","balanced","Proposed",0.16,0
"S02",0.2,30,"ar1","balanced","Proposed",0.32,0
"S02",0.2,30,"ar1","balanced","Proposed",0.22,0
"S02",0.2,30,"ar1","balanced","Proposed",0.07,0
"S02",0.2,30,"ar1","balanced","Proposed",0.71,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.65,0
"S02",0.2,30,"ar1","balanced","Proposed",0.6,0
"S02",0.2,30,"ar1","balanced","Proposed",0.76,0
"S02",0.2,30,"ar1","balanced","Proposed",0.08,0
"S02",0.2,30,"ar1","balanced","Proposed",0.42,0
"S02",0.2,30,"ar1","balanced","Proposed",0.06,0
"S02",0.2,30,"ar1","balanced","Proposed",0.65,0
"S02",0.2,30,"ar1","balanced","Proposed",0.26,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.09,0
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.36,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.25,0
"S02",0.2,30,"ar1","balanced","Proposed",0.04,1
"S02",0.2,30,"ar1","balanced","Proposed",0.97,0
"S02",0.2,30,"ar1","balanced","Proposed",0.1,0
"S02",0.2,30,"ar1","balanced","Proposed",0.07,0
"S02",0.2,30,"ar1","balanced","Proposed",0.63,0
"S02",0.2,30,"ar1","balanced","Proposed",0.95,0
"S02",0.2,30,"ar1","balanced","Proposed",0.18,0
"S02",0.2,30,"ar1","balanced","Proposed",0.05,0
"S02",0.2,30,"ar1","balanced","Proposed",0.05,0
"S02",0.2,30,"ar1","balanced","Proposed",0.3,0
"S02",0.2,30,"ar1","balanced","Proposed",0.31,0
"S02",0.2,30,"ar1","balanced","Proposed",0.26,0
"S02",0.2,30,"ar1","balanced","Proposed",0.07,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.68,0
"S02",0.2,30,"ar1","balanced","Proposed",0.25,0
"S02",0.2,30,"ar1","balanced","Proposed",0.89,0
"S02",0.2,30,"ar1","balanced","Proposed",0.14,0
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.32,0
"S02",0.2,30,"ar1","balanced","Proposed",0.41,0
"S02",0.2,30,"ar1","balanced","Proposed",0.51,0
"S02",0.2,30,"ar1","balanced","Proposed",0.4,0
"S02",0.2,30,"ar1","balanced","Proposed",0.17,0
"S02",0.2,30,"ar1","balanced","Proposed",0.82,0
"S02",0.2,30,"ar1","balanced","Proposed",0.73,0
"S02",0.2,30,"ar1","balanced","Proposed",0.58,0
"S02",0.2,30,"ar1","balanced","Proposed",0.7,0
"S02",0.2,30,"ar1","balanced","Proposed",0.61,0
"S02",0.2,30,"ar1","balanced","Proposed",0.16,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.53,0
"S02",0.2,30,"ar1","balanced","Proposed",0.09,0
"S02",0.2,30,"ar1","balanced","Proposed",0.68,0
"S02",0.2,30,"ar1","balanced","Proposed",0.04,1
"S02",0.2,30,"ar1","balanced","Proposed",0.46,0
"S02",0.2,30,"ar1","balanced","Proposed",0.6,0
"S02",0.2,30,"ar1","balanced","Proposed",0.19,0
"S02",0.2,30,"ar1","balanced","Proposed",0.93,0
"S02",0.2,30,"ar1","balanced","Proposed",0.14,0
"S02",0.2,30,"ar1","balanced","Proposed",0.1,0
"S02",0.2,30,"ar1","balanced","Proposed",0.1,0
"S02",0.2,30,"ar1","balanced","Proposed",0.48,0
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.75,0
"S02",0.2,30,"ar1","balanced","Proposed",0.45,0
"S02",0.2,30,"ar1","balanced","Proposed",0.08,0
"S02",0.2,30,"ar1","balanced","Proposed",0.56,0
"S02",0.2,30,"ar1","balanced","Proposed",0.2,0
"S02",0.2,30,"ar1","balanced","Proposed",0.09,0
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.21,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.93,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.66,0
"S02",0.2,30,"ar1","balanced","Proposed",0.95,0
"S02",0.2,30,"ar1","balanced","Proposed",0.87,0
"S02",0.2,30,"ar1","balanced","Proposed",0.43,0
"S02",0.2,30,"ar1","balanced","Proposed",0.64,0
"S02",0.2,30,"ar1","balanced","Proposed",0.78,0
"S02",0.2,30,"ar1","balanced","Proposed",0.53,0
"S02",0.2,30,"ar1","balanced","Proposed",0.08,0
"S02",0.2,30,"ar1","balanced","Proposed",0.35,0
"S02",0.2,30,"ar1","balanced","Proposed",0.31,0
"S02",0.2,30,"ar1","balanced","Proposed",0.65,0
"S02",0.2,30,"ar1","balanced","Proposed",0.06,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.09,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.84,0
"S02",0.2,30,"ar1","balanced","Proposed",0.99,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.56,0
"S02",0.2,30,"ar1","balanced","Proposed",0.47,0
"S02",0.2,30,"ar1","balanced","Proposed",0.77,0
"S02",0.2,30,"ar1","balanced","Proposed",0.04,1
"S02",0.2,30,"ar1","balanced","Proposed",0.04,1
"S02",0.2,30,"ar1","balanced","Proposed",0.46,0
"S02",0.2,30,"ar1","balanced","Proposed",0.55,0
"S02",0.2,30,"ar1","balanced","Proposed",0.7,0
"S02",0.2,30,"ar1","balanced","Proposed",0.87,0
"S02",0.2,30,"ar1","balanced","Proposed",0.57,0
"S02",0.2,30,"ar1","balanced","Proposed",0.82,0
"S02",0.2,30,"ar1","balanced","Proposed",0.17,0
"S02",0.2,30,"ar1","balanced","Proposed",0.25,0
"S02",0.2,30,"ar1","balanced","Proposed",0.16,0
"S02",0.2,30,"ar1","balanced","Proposed",0.24,0
"S02",0.2,30,"ar1","balanced","Proposed",0.12,0
"S02",0.2,30,"ar1","balanced","Proposed",0.54,0
"S02",0.2,30,"ar1","balanced","Proposed",0.64,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.51,0
"S02",0.2,30,"ar1","balanced","Proposed",0.72,0
"S02",0.2,30,"ar1","balanced","Proposed",0.08,0
"S02",0.2,30,"ar1","balanced","Proposed",0.31,0
"S02",0.2,30,"ar1","balanced","Proposed",0.72,0
"S02",0.2,30,"ar1","balanced","Proposed",0.44,0
"S02",0.2,30,"ar1","balanced","Proposed",0.25,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.09,0
"S02",0.2,30,"ar1","balanced","Proposed",0.37,0
"S02",0.2,30,"ar1","balanced","Proposed",0.4,0
"S02",0.2,30,"ar1","balanced","Proposed",0.03,1
"S02",0.2,30,"ar1","balanced","Proposed",0.27,0
"S02",0.2,30,"ar1","balanced","Proposed",0.09,0
"S02",0.2,30,"ar1","balanced","Proposed",0.03,1
"S02",0.2,30,"ar1","balanced","Proposed",0.6,0
"S02",0.2,30,"ar1","balanced","Proposed",0.04,1
"S02",0.2,30,"ar1","balanced","Proposed",0.08,0
"S02",0.2,30,"ar1","balanced","Proposed",0.17,0
"S02",0.2,30,"ar1","balanced","Proposed",0.59,0
"S02",0.2,30,"ar1","balanced","Proposed",0.57,0
"S02",0.2,30,"ar1","balanced","Proposed",0.66,0
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.01,1
"S02",0.2,30,"ar1","balanced","Proposed",0.02,1
"S02",0.2,30,"ar1","balanced","Proposed",0.84,0
"S02",0.2,30,"ar1","balanced","Proposed",0.37,0
"S02",0.2,30,"ar1","balanced","Proposed",0.15,0
"S02",0.2,30,"ar1","balanced","Proposed",0.32,0
"S02",0.2,30,"ar1","balanced","Proposed",0.41,0
"S02",0.2,30,"ar1","balanced","Proposed",0.38,0
"S02",0.2,30,"ar1","balanced","Proposed",0.18,0
"S02",0.2,30,"ar1","balanced","Proposed",0.87,0
"S02",0.2,30,"ar1","balanced","Proposed",0.87,0
"S02",0.2,30,"ar1","balanced","Proposed",0.67,0
"S02",0.2,30,"ar1","balanced","Proposed",0.87,0
"S02",0.2,30,"ar1","balanced","Proposed",0.87,0
"S02",0.2,30,"ar1","balanced","Proposed",0.81,0
"S03",0.1,50,"identity","balanced","Proposed",0.09,0
"S03",0.1,50,"identity","balanced","Proposed",0.65,0
"S03",0.1,50,"identity","balanced","Proposed",0.91,0
"S03",0.1,50,"identity","balanced","Proposed",0.58,0
"S03",0.1,50,"identity","balanced","Proposed",0.21,0
"S03",0.1,50,"identity","balanced","Proposed",0.38,0
"S03",0.1,50,"identity","balanced","Proposed",0.01,1
"S03",0.1,50,"identity","balanced","Proposed",0.62,0
"S03",0.1,50,"identity","balanced","Proposed",0.29,0
"S03",0.1,50,"identity","balanced","Proposed",0.2,0
"S03",0.1,50,"identity","balanced","Proposed",0.26,0
"S03",0.1,50,"identity","balanced","Proposed",0.69,0
"S03",0.1,50,"identity","balanced","Proposed",0.55,0
"S03",0.1,50,"identity","balanced","Proposed",1,0
"S03",0.1,50,"identity","balanced","Proposed",0.01,1
"S03",0.1,50,"identity","balanced","Proposed",0.04,1
"S03",0.1,50,"identity","balanced","Proposed",0.08,0
"S03",0.1,50,"identity","balanced","Proposed",0.13,0
"S03",0.1,50,"identity","balanced","Proposed",0.53,0
"S03",0.1,50,"identity","balanced","Proposed",0.29,0
"S03",0.1,50,"identity","balanced","Proposed",0.15,0
"S03",0.1,50,"identity","balanced","Proposed",0.23,0
"S03",0.1,50,"identity","balanced","Proposed",0.76,0
"S03",0.1,50,"identity","balanced","Proposed",0.69,0
"S03",0.1,50,"identity","balanced","Proposed",0.38,0
"S03",0.1,50,"identity","balanced","Proposed",0.43,0
"S03",0.1,50,"identity","balanced","Proposed",0.34,0
"S03",0.1,50,"identity","balanced","Proposed",0.13,0
"S03",0.1,50,"identity","balanced","Proposed",0.2,0
"S03",0.1,50,"identity","balanced","Proposed",0.62,0
"S03",0.1,50,"identity","balanced","Proposed",0.95,0
"S03",0.1,50,"identity","balanced","Proposed",0.08,0
"S03",0.1,50,"identity","balanced","Proposed",0.02,1
"S03",0.1,50,"identity","balanced","Proposed",0.63,0
"S03",0.1,50,"identity","balanced","Proposed",0.75,0
"S03",0.1,50,"identity","balanced","Proposed",0.64,0
"S03",0.1,50,"identity","balanced","Proposed",0.53,0
"S03",0.1,50,"identity","balanced","Proposed",0.52,0
"S03",0.1,50,"identity","balanced","Proposed",0.82,0
"S03",0.1,50,"identity","balanced","Proposed",0.58,0
"S03",0.1,50,"identity","balanced","Proposed",0.49,0
"S03",0.1,50,"identity","balanced","Proposed",0.36,0
"S03",0.1,50,"identity","balanced","Proposed",0.61,0
"S03",0.1,50,"identity","balanced","Proposed",0.29,0
"S03",0.1,50,"identity","balanced","Proposed",0.13,0
"S03",0.1,50,"identity","balanced","Proposed",0.12,0
"S03",0.1,50,"identity","balanced","Proposed",0.17,0
"S03",0.1,50,"identity","balanced","Proposed",0.86,0
"S03",0.1,50,"identity","balanced","Proposed",0.77,0
"S03",0.1,50,"identity","balanced","Proposed",0.7,0
"S03",0.1,50,"identity","balanced","Proposed",0.03,1
"S03",0.1,50,"identity","balanced","Proposed",0.13,0
"S03",0.1,50,"identity","balanced","Proposed",0.37,0
"S03",0.1,50,"identity","balanced","Proposed",0.86,0
"S03",0.1,50,"identity","balanced","Proposed",0.65,0
"S03",0.1,50,"identity","balanced","Proposed",0.97,0
"S03",0.1,50,"identity","balanced","Proposed",0.4,0
"S03",0.1,50,"identity","balanced","Proposed",0.83,0
"S03",0.1,50,"identity","balanced","Proposed",0.96,0
"S03",0.1,50,"identity","balanced","Proposed",0.66,0
"S03",0.1,50,"identity","balanced","Proposed",0.28,0
"S03",0.1,50,"identity","balanced","Proposed",0.41,0
"S03",0.1,50,"identity","balanced","Proposed",0.83,0
"S03",0.1,50,"identity","balanced","Proposed",0.77,0
"S03",0.1,50,"identity","balanced","Proposed",0.04,1
"S03",0.1,50,"identity","balanced","Proposed",0.07,0
"S03",0.1,50,"identity","balanced","Proposed",0.23,0
"S03",0.1,50,"identity","balanced","Proposed",0.09,0
"S03",0.1,50,"identity","balanced","Proposed",0.52,0
"S03",0.1,50,"identity","balanced","Proposed",0.95,0
"S03",0.1,50,"identity","balanced","Proposed",0.57,0
"S03",0.1,50,"identity","balanced","Proposed",0.55,0
"S03",0.1,50,"identity","balanced","Proposed",0.56,0
"S03",0.1,50,"identity","balanced","Proposed",0.71,0
"S03",0.1,50,"identity","balanced","Proposed",0.27,0
"S03",0.1,50,"identity","balanced","Proposed",0.75,0
"S03",0.1,50,"identity","balanced","Proposed",0.38,0
"S03",0.1,50,"identity","balanced","Proposed",0.63,0
"S03",0.1,50,"identity","balanced","Proposed",0.82,0
"S03",0.1,50,"identity","balanced","Proposed",0.31,0
"S03",0.1,50,"identity","balanced","Proposed",0.71,0
"S03",0.1,50,"identity","balanced","Proposed",0.92,0
"S03",0.1,50,"identity","balanced","Proposed",0.41,0
"S03",0.1,50,"identity","balanced","Proposed",0.77,0
"S03",0.1,50,"identity","balanced","Proposed",0.35,0
"S03",0.1,50,"identity","balanced","Proposed",0.07,0
"S03",0.1,50,"identity","balanced","Proposed",0.83,0
"S03",0.1,50,"identity","balanced","Proposed",0.43,0
